_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
11416,837 Millwood Road  ,,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.367179439, 43.704811379)}",30,Weekdays from 7 AM - 9 PM,708,Millwood ,40,2016-01-01T10:00:00,46,15.0
11417,135 Overlea Boulevard,EB,2022-07-08T07:00:00,51,"{'type': 'Point', 'coordinates': (-79.336226, 43.709216000000005)}",30,Weekdays from 7 AM - 9 PM,874,Overlea Blvd EB ,50,2019-12-09T14:00:00,56,15.0
11418,837 Millwood Road  ,WB,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.367179439, 43.704811379)}",30,Weekdays from 7 AM - 9 PM,2160,Millwood Rd WB ,40,2020-04-16T00:00:00,46,15.0
11419,11 Kindale Way,EB,2021-12-02T13:00:00,41,"{'type': 'Point', 'coordinates': (-79.401335, 43.727907)}",5,Weekdays from 7 AM - 9 PM,2634,RANLEIGH AVE EB ,40,2021-02-24T14:00:00,46,15.0
11420,88 Miley Drive,WB,2022-07-08T05:00:00,41,"{'type': 'Point', 'coordinates': (-79.399326, 43.728412)}",5,Weekdays from 7 AM - 9 PM,2636,RANLEIGH AVE WB ,40,2021-03-01T08:00:00,46,15.0
11421,DENLOW BLVD 79M E/OF HAMLET GT,WB,,31,"{'type': 'Point', 'coordinates': (-79.363150884, 43.745467135)}",20,Weekdays from 7 AM - 9 PM,2844,DENLOW BLVD WB ,30,2022-02-28T12:00:00,36,15.0
11422,47 RANLEIGH AVE,EB,,31,"{'type': 'Point', 'coordinates': (-79.401299576, 43.72785928)}",20,Weekdays from 7 AM - 9 PM,2858,RANLEIGH AVE EB ,30,2022-03-01T12:00:00,36,15.0
11423,DENLOW BLVD 79M E/OF HAMLET GT,WB,,41,"{'type': 'Point', 'coordinates': (-79.363154, 43.745513)}",5,Weekdays from 7 AM - 9 PM,2909,DENLOW BLVD WB ,40,2022-03-28T10:00:00,46,15.0
11424,342 BANBURY RD,SB,,31,"{'type': 'Point', 'coordinates': (-79.370862636, 43.753903472)}",20,Weekdays from 7 AM - 9 PM,3179,BANBURY RD SB ,30,2022-04-22T11:00:00,36,15.0
11425,THORNCLIFFE PARK DR 193M S/OF OVERLEA BLVD,SB,,41,"{'type': 'Point', 'coordinates': (-79.34290264600001, 43.705681323)}",5,Weekdays from 7 AM - 9 PM,32310,THORNCLIFFE PARK DR SB ,40,2022-10-21T11:00:00,46,15.0
11426,LESLIE ST 132M S/OF LAWRENCE ACE,SB,,51,"{'type': 'Point', 'coordinates': (-79.355809257, 43.733267168)}",30,Weekdays from 7 AM - 9 PM,33081,LESLIE ST SB ,50,2022-10-21T11:00:00,56,15.0
11427,75/79 THORNCLIFFE PARK DR,NB,,41,"{'type': 'Point', 'coordinates': (-79.342716051, 43.705652196)}",5,Weekdays from 7 AM - 9 PM,35151,THORNCLIFFE PARK DR NB ,40,2022-10-21T11:00:00,46,15.0
11428,44 Roanoke Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.323498, 43.742384)}",30,Weekdays from 7 AM - 9 PM,25,Roanoke Rd WB ,40,2019-04-15T12:00:00,46,16.0
11429,15 Underhill Drive,NB,2022-10-10T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.325313, 43.742408)}",30,Weekdays from 7 AM - 9 PM,123,Underhill Dr NB ,40,2018-10-25T10:00:00,46,16.0
11430,27 Underhill Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.32583, 43.743273)}",30,Weekdays from 7 AM - 9 PM,183,Underhill Dr SB ,40,2019-04-15T12:00:00,46,16.0
11431,4 Rustywood Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.320933, 43.751851)}",5,Weekdays from 7 AM - 9 PM,212,Avonwick Gt NB ,40,2018-01-26T12:00:00,46,16.0
11432,27 Roanoke Road,EB,,51,"{'type': 'Point', 'coordinates': (-79.32569, 43.741762)}",30,Weekdays from 7 AM - 9 PM,522,Roanoke Rd EB ,50,2018-10-18T14:00:00,56,16.0
11433,169 Grenoble Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.328337, 43.712468)}",5,Weekdays from 7 AM - 9 PM,567,Grenoble Dr WB ,40,2017-05-26T12:00:00,46,16.0
11434,48 Grenoble Drive,WB,2020-10-17T23:00:00,31,"{'type': 'Point', 'coordinates': (-79.331486, 43.716434)}",20,Weekdays from 7 AM - 9 PM,647,Grenoble Dr WB ,30,2017-05-26T12:00:00,36,16.0
11435,16 Gateway Boulevard,EB,,41,"{'type': 'Point', 'coordinates': (-79.332705, 43.710406)}",30,Weekdays from 8 AM - 5 PM,667,Gateway Blvd EB ,40,2017-05-26T12:00:00,46,16.0
11436,703 Don Mills Road,NB,,51,"{'type': 'Point', 'coordinates': (-79.333634, 43.70804400000001)}",30,Weekdays from 7 AM - 9 PM,876,Don Mills Rd NB ,50,2019-12-10T15:00:00,56,16.0
11437,14 Gateway Boulevard,WB,,41,"{'type': 'Point', 'coordinates': (-79.332874, 43.710487)}",5,Weekdays from 7 AM - 9 PM,879,Gateway Blvd WB ,40,2019-12-11T13:00:00,46,16.0
11438,1342 York Mills Road,WB,2020-06-04T04:00:00,41,"{'type': 'Point', 'coordinates': (-79.320141, 43.762526)}",5,Weekdays from 7 AM - 9 PM,1966,York Mills Rd WB ,40,2020-02-25T10:00:00,46,16.0
11439,49 Ranchdale Crescent,NB,,41,"{'type': 'Point', 'coordinates': (-79.322201, 43.751879)}",5,Weekdays from 7 AM - 9 PM,1983,Ranchdale Cres NB ,40,2020-02-24T12:00:00,46,16.0
11440,30 Roywood Drive,SB,,51,"{'type': 'Point', 'coordinates': (-79.323752, 43.764561)}",30,Weekdays from 7 AM - 9 PM,2009,Roywood Dr SB ,50,2020-02-25T12:00:00,56,16.0
11441,1342 York Mills Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.320123, 43.762508)}",5,Weekdays from 7 AM - 9 PM,2357,York Milld Rd WB - C,40,2020-09-22T14:00:00,46,16.0
11442,118 Fenside Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.329109, 43.763561)}",5,Weekdays from 7 AM - 9 PM,2374,Fenside Dr NB - C,40,2020-09-22T11:00:00,46,16.0
11443,140 Fenside Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.329686, 43.764459)}",5,Weekdays from 7 AM - 9 PM,2375,Fenside Dr SB - C,40,2020-09-22T11:00:00,46,16.0
11444,1342 York Mills Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.320123, 43.762508)}",5,Weekdays from 7 AM - 9 PM,2379,York Milld Rd WB ,40,2020-09-24T00:00:00,46,16.0
11445,140 Fenside Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.329686, 43.764459)}",5,Weekdays from 7 AM - 9 PM,2382,Fenside Dr SB ,40,2020-09-24T00:00:00,46,16.0
11446,118 Fenside Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.329109, 43.763561)}",5,Weekdays from 7 AM - 9 PM,2383,Fenside Dr NB ,40,2020-09-24T00:00:00,46,16.0
11447,44 Grenoble Drive,WB,2020-10-20T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.331427, 43.716389)}",5,Weekdays from 7 AM - 9 PM,2405,Grenoble Dr WB c- ,40,2020-10-19T09:00:00,46,16.0
11448,44 Grenoble Drive,WB,2021-04-19T18:00:00,41,"{'type': 'Point', 'coordinates': (-79.331427, 43.716389)}",5,Weekdays from 7 AM - 9 PM,2406,Grenoble Dr WB ,40,2020-10-20T00:00:00,46,16.0
11449,39 Cassandra Boulevard,WB,2020-11-03T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.32853, 43.748142)}",5,Weekdays from 7 AM - 9 PM,2464,Cassandra Blvd WB - c ,40,2020-10-30T10:00:00,46,16.0
11450,27 Royal Doulton Drive,NB,2020-11-03T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.325861, 43.746546)}",5,Weekdays from 7 AM - 9 PM,2467,Underhill Dr NB c - ,40,2020-10-30T11:00:00,46,16.0
11451,27 Royal Doulton Drive,NB,2021-04-19T19:00:00,41,"{'type': 'Point', 'coordinates': (-79.325861, 43.746546)}",5,Weekdays from 7 AM - 9 PM,2475,Underhill Dr NB ,40,2020-11-03T00:00:00,46,16.0
11452,39 Cassandra Boulevard,WB,2021-06-10T20:00:00,41,"{'type': 'Point', 'coordinates': (-79.32853, 43.748142)}",5,Weekdays from 7 AM - 9 PM,2485,Cassandra Blvd WB ,40,2020-11-03T00:00:00,46,16.0
11453,Express Toll Route,WB,,41,"{'type': 'Point', 'coordinates': (-79.348364, 43.740433)}",5,Weekdays from 7 AM - 9 PM,2621,Duncairn Ave WB ,40,2021-02-08T11:00:00,46,16.0
11454,"1, Promenade Circle",,2022-10-24T12:00:00,31,"{'type': 'Point', 'coordinates': (-79.450784447, 43.808186574)}",20,Weekdays from 7 AM - 9 PM,59451,D - ,30,2022-12-19T00:00:00,36,
11455,51 Kingsview Boulevard,EB,,31,"{'type': 'Point', 'coordinates': (-79.554847, 43.698055)}",20,Weekdays from 7 AM - 9 PM,51,Kingsview Blvd EB ,30,2019-01-03T14:00:00,36,1.0
11456,"1, Promenade Circle",,2020-09-23T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.450379788, 43.808224622)}",30,Weekdays from 7 AM - 9 PM,61902,D - ,40,2023-01-24T00:00:00,46,
11457,"1, Promenade Circle",,2023-01-09T12:00:00,31,"{'type': 'Point', 'coordinates': (-79.450572353, 43.808204634)}",20,Weekdays from 7 AM - 9 PM,61879,D - ,30,2022-12-22T00:00:00,36,
11458,2546 Kipling Avenue,SB,,51,"{'type': 'Point', 'coordinates': (-79.583516, 43.745977)}",30,Weekdays from 7 AM - 9 PM,57,Kipling Ave SB ,50,2019-04-11T05:00:00,56,1.0
11459,2580 Kipling Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.586886, 43.746431)}",20,Weekdays from 7 AM - 9 PM,65,Mt. Olive Dr EB ,30,2019-04-03T09:00:00,36,1.0
11460,47 Silverstone Drive,NB,,31,"{'type': 'Point', 'coordinates': (-79.58787, 43.744667)}",20,Weekdays from 7 AM - 9 PM,182,Silverstone Dr NB ,30,2019-04-03T09:00:00,36,1.0
11461,7 Hullen Crescent,SB,2020-04-04T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.619998, 43.729637)}",30,Weekdays from 7 AM - 9 PM,268,Humberwood Blvd SB ,40,2017-09-01T09:00:00,46,1.0
11462,850 Humberwood Boulevard ,NB,2018-12-03T15:00:00,41,"{'type': 'Point', 'coordinates': (-79.620068833, 43.728917912)}",30,Weekdays from 7 AM - 9 PM,286,Humberwood Blvd NB ,40,2016-11-30T11:00:00,46,1.0
11463,68 Silverstone Drive,SB,,31,"{'type': 'Point', 'coordinates': (-79.588289, 43.74712300000001)}",20,Weekdays from 7 AM - 9 PM,300,Silverston Dr SB ,30,2019-04-03T09:00:00,36,1.0
11464,13 Mount Olive Drive,EB,,31,"{'type': 'Point', 'coordinates': (-79.585901, 43.746366)}",20,Weekdays from 7 AM - 9 PM,399,Mt. Olive Dr EB ,30,2019-04-11T05:00:00,36,1.0
11465,82 Mount Olive Drive,EB,,31,"{'type': 'Point', 'coordinates': (-79.590087, 43.745981)}",20,Weekdays from 7 AM - 9 PM,523,Mt. Olive Dr EB ,30,2019-04-03T09:00:00,36,1.0
11466,44 Kingsview Boulevard,WB,,31,"{'type': 'Point', 'coordinates': (-79.553785, 43.698448)}",20,Weekdays from 7 AM - 9 PM,524,Kingsview Blvd WB ,30,2019-01-03T14:00:00,36,1.0
11467,2612 Kipling Avenue,NB,2020-01-07T23:00:00,61,"{'type': 'Point', 'coordinates': (-79.584854, 43.748778)}",30,Weekdays from 7 AM - 9 PM,525,Kipling Avve NB ,60,2019-08-01T00:00:00,66,1.0
11468,20 York Road,EB,,31,"{'type': 'Point', 'coordinates': (-79.552668, 43.69957)}",20,Weekdays from 7 AM - 9 PM,633,York Rd EB ,30,2019-03-20T09:00:00,36,1.0
11469,34 Farr Avenue,SB,,51,"{'type': 'Point', 'coordinates': (-79.582296, 43.744024)}",30,Weekdays from 7 AM - 9 PM,644,Kipling Ave SB ,50,2019-04-03T09:00:00,56,1.0
11470,13 Maryhill Drive,SB,,51,"{'type': 'Point', 'coordinates': (-79.586408, 43.752068)}",30,Weekdays from 7 AM - 9 PM,884,Kipling Ave SB ,50,2019-12-17T10:00:00,56,1.0
11471,1 Annabelle Drive,NB,2023-02-27T03:00:00,51,"{'type': 'Point', 'coordinates': (-79.585995, 43.751632)}",30,Weekdays from 7 AM - 9 PM,885,Kipling Ave NB ,50,2019-12-17T11:00:00,56,1.0
11472,2614 Kipling Avenue,SB,2020-04-03T14:00:00,51,"{'type': 'Point', 'coordinates': (-79.585146, 43.748907)}",30,Weekdays from 7 AM - 9 PM,918,Kipling Ave SB ,50,2020-01-27T10:00:00,56,1.0
11473,185 Mount Olive Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.5955, 43.751305)}",5,Weekdays from 7 AM - 9 PM,1954,Mt. Olive Dr SB ,40,2020-03-09T11:00:00,46,1.0
11474,152 Mount Olive Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.594836, 43.749095)}",5,Weekdays from 7 AM - 9 PM,1999,Mt. Olive Dr NB ,40,2020-03-09T12:00:00,46,1.0
11475,10 Jamestown Crescent,WB,,41,"{'type': 'Point', 'coordinates': (-79.582097, 43.734507)}",5,Weekdays from 7 AM - 9 PM,2083,John Garland Blvd WB ,40,2020-03-17T10:00:00,46,1.0
11476,15 Jamestown Crescent,EB,,41,"{'type': 'Point', 'coordinates': (-79.58281, 43.733546)}",5,Weekdays from 7 AM - 9 PM,2085,John Garland Blvd EB ,40,2020-03-17T09:00:00,46,1.0
11477,2667 Kipling Avenue,SB,,51,"{'type': 'Point', 'coordinates': (-79.584638, 43.748906)}",30,Weekdays from 7 AM - 9 PM,2139,Kipling Ave SB ,50,2020-04-03T14:00:00,56,1.0
11478,7 Hullen Crescent,SB,,41,"{'type': 'Point', 'coordinates': (-79.61987, 43.729674)}",5,Weekdays from 7 AM - 9 PM,2146,Humberwood Blvd SB ,40,2020-04-06T09:00:00,46,1.0
11479,7 Arborview Crescent,NB,,41,"{'type': 'Point', 'coordinates': (-79.620937, 43.72809)}",5,Weekdays from 7 AM - 9 PM,2216,Humberwood Blvd NB ,40,2020-05-26T08:00:00,46,1.0
11480,1675 Martin Grove Road,NB,,51,"{'type': 'Point', 'coordinates': (-79.588133, 43.729528)}",30,Weekdays from 7 AM - 9 PM,2233,Martin Grove Rd NB ,50,2020-07-15T09:00:00,56,1.0
11481,1685 Martin Grove Road,SB,2021-04-19T10:00:00,51,"{'type': 'Point', 'coordinates': (-79.589015, 43.730927)}",30,Weekdays from 7 AM - 9 PM,2234,Martin Grove Rd SB ,50,2020-07-15T13:00:00,56,1.0
11482,109 John Garland Boulevard,EB,,41,"{'type': 'Point', 'coordinates': (-79.587652, 43.732366)}",5,Weekdays from 7 AM - 9 PM,2235,John Garland Blvd EB ,40,2020-07-16T07:00:00,46,1.0
11483,249 John Garland Boulevard,SB,,41,"{'type': 'Point', 'coordinates': (-79.592514, 43.73262)}",5,Weekdays from 7 AM - 9 PM,2238,John Garland Blvd SB C,40,2020-07-17T09:00:00,46,1.0
11484,108 John Garland Boulevard,WB,,41,"{'type': 'Point', 'coordinates': (-79.584543, 43.732318)}",5,Weekdays from 7 AM - 9 PM,2240,John Garland Bld WB ,40,2020-07-15T11:00:00,46,1.0
11485,487 Silverstone Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.596031, 43.738606)}",5,Weekdays from 7 AM - 9 PM,2241,Silverstone Dr SB c,40,2020-07-17T11:00:00,46,1.0
11486,11 4 Leaf Drive,EB,2020-11-15T02:00:00,41,"{'type': 'Point', 'coordinates': (-79.592657, 43.730459)}",5,Weekdays from 7 AM - 9 PM,2243,Four Leaf Dr EB ,40,2020-07-16T08:00:00,46,1.0
11487,10 Pittsboro Drive,NB,,51,"{'type': 'Point', 'coordinates': (-79.591004, 43.735692)}",30,Weekdays from 7 AM - 9 PM,2244,Martin Grove Rd NB c,50,2020-07-17T10:00:00,56,1.0
11488,50 Lynmont Road,SB,,41,"{'type': 'Point', 'coordinates': (-79.595586, 43.73158)}",5,Weekdays from 7 AM - 9 PM,2245,Lynmount Rd SB ,40,2020-07-16T10:00:00,46,1.0
11489,17 Lynmont Road,NB,2020-07-20T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.59343100000001, 43.729537)}",5,Weekdays from 7 AM - 9 PM,2246,Lynmount Rd NB c,40,2020-07-17T08:00:00,46,1.0
11490,45 Lynmont Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.592766, 43.730528)}",5,Weekdays from 7 AM - 9 PM,2247,Four Leaf Dr WB ,40,2020-07-16T09:00:00,46,1.0
11491,143 Gihon Spring Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.598554, 43.754386)}",5,Weekdays from 7 AM - 9 PM,2250,Gihon Spring Dr EB ,40,2020-07-20T09:00:00,46,1.0
11492,198 Mount Olive Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.596798, 43.752924)}",5,Weekdays from 7 AM - 9 PM,2251,Mount Olive Dr NB ,40,2020-07-20T10:00:00,46,1.0
11493,249 John Garland Boulevard,SB,,41,"{'type': 'Point', 'coordinates': (-79.592514, 43.73262)}",5,Weekdays from 7 AM - 9 PM,2254,John Garland Blvd SB ,40,2020-07-20T00:00:00,46,1.0
11494,10 Pittsboro Drive,NB,,51,"{'type': 'Point', 'coordinates': (-79.591004, 43.735692)}",30,Weekdays from 7 AM - 9 PM,2255,Martin Grove Rd NB ,50,2020-07-20T00:00:00,56,1.0
11495,487 Silverstone Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.596031, 43.738606)}",5,Weekdays from 7 AM - 9 PM,2256,Silverstone Dr SB ,40,2020-07-20T00:00:00,46,1.0
11496,70 Gihon Spring Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.596796, 43.75489)}",5,Weekdays from 7 AM - 9 PM,2257,Gihon Spring Dr WB ,40,2020-07-20T09:00:00,46,1.0
11497,1 Scullion Court,NB,,41,"{'type': 'Point', 'coordinates': (-79.597333, 43.753705)}",5,Weekdays from 7 AM - 9 PM,2258,Mount Olive Dr NB ,40,2020-07-20T10:00:00,46,1.0
11498,17 Lynmont Road,NB,2021-04-19T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.59343100000001, 43.729537)}",5,Weekdays from 7 AM - 9 PM,2260,Lynmount Rd NB ,40,2020-07-20T00:00:00,46,1.0
11499,1795 Martin Grove Road,SB,,51,"{'type': 'Point', 'coordinates': (-79.592333, 43.737876)}",30,Weekdays from 7 AM - 9 PM,2345,Martin Grove Rd SB ,50,2020-09-21T14:00:00,56,1.0
11500,8 Littleriver Crescent,EB,,51,"{'type': 'Point', 'coordinates': (-79.59377300000001, 43.736250000000005)}",30,Weekdays from 7 AM - 9 PM,2346,Finch Ave W EB ,50,2020-09-21T12:00:00,56,1.0
11501,27 Sultan Pool Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.592883, 43.736589)}",5,Weekdays from 7 AM - 9 PM,2347,Finch Ave W WB ,40,2020-09-21T12:00:00,46,1.0
11502,538 Silverstone Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.595158, 43.736937)}",5,Weekdays from 7 AM - 9 PM,2373,Silverstone Dr NB - C,40,2020-09-22T10:00:00,46,1.0
11503,538 Silverstone Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.595158, 43.736937)}",5,Weekdays from 7 AM - 9 PM,2381,Silverstone Dr NB ,40,2020-09-24T00:00:00,46,1.0
11504,Between 69-71 Golfdown Dr,EB,2021-04-19T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.556036, 43.721972)}",5,Weekdays from 7 AM - 9 PM,2645,GOLFDOWN DR EB ,40,2021-03-24T13:00:00,46,1.0
11505,343 SILVERSTONE DR,NB,,41,"{'type': 'Point', 'coordinates': (-79.599653, 43.749086)}",5,Weekdays from 7 AM - 9 PM,2647,SILVERSTONE DR NB ,40,2021-03-19T11:00:00,46,1.0
11506,Monterrey Dr 64m W of Beaumonde Heights Dr,NB,,41,"{'type': 'Point', 'coordinates': (-79.574622, 43.741915)}",5,Weekdays from 7 AM - 9 PM,2648,MONTERREY DR NB ,40,2021-03-19T13:00:00,46,1.0
11507,Between 16-18 Golfdown Dr,WB,2021-04-19T11:00:00,41,"{'type': 'Point', 'coordinates': (-79.55076, 43.723306)}",5,Weekdays from 7 AM - 9 PM,2653,GOLFDOWN DR WB ,40,2021-03-25T08:00:00,46,1.0
11508,Between 16-18 Golfdown Dr,WB,,41,"{'type': 'Point', 'coordinates': (-79.550732, 43.723305)}",5,Weekdays from 7 AM - 9 PM,2696,GOLFDOWN DR WB ,40,2021-05-10T13:00:00,46,1.0
11509,HUMBERWOOD BLVD 200M N/OF TOPBANK DR,SB,,41,"{'type': 'Point', 'coordinates': (-79.620047, 43.73213)}",5,Weekdays from 7 AM - 9 PM,2840,HUMBERWOOD BLVD SB ,40,2022-02-07T00:00:00,46,1.0
11510,OPP BUS STOP IN FRONT OF 2677 KIPLING AVE,SB,,51,"{'type': 'Point', 'coordinates': (-79.584880117, 43.748764995)}",30,Weekdays from 7 AM - 9 PM,2878,KIPLING AVE SB ,50,2022-03-10T00:00:00,56,1.0
11511,41/43 HARDIAN DR,EB,,41,"{'type': 'Point', 'coordinates': (-79.551536901, 43.715149132)}",5,Weekdays from 7 AM - 9 PM,2911,HADRIAN DR EB ,40,2022-04-11T11:00:00,46,1.0
11512,HADRIAN DR 79M E/OF CHALFONT RD,WB,,41,"{'type': 'Point', 'coordinates': (-79.54865, 43.715928)}",5,Weekdays from 7 AM - 9 PM,2917,HADRIAN DR WB ,40,2022-03-24T10:00:00,46,1.0
11513,592 Renforth Drive,NB,,31,"{'type': 'Point', 'coordinates': (-79.580383, 43.653807)}",20,Weekdays from 7 AM - 9 PM,15,Renforth Dr NB ,30,2019-04-15T06:00:00,36,2.0
11514,115 Rathburn Road,EB,2020-10-16T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.540659353, 43.660351237)}",20,Weekdays from 7 AM - 9 PM,29,Rathburn Rd EB ,30,2016-11-09T10:00:00,36,2.0
11515,335 The Westway,EB,2022-02-06T00:00:00,31,"{'type': 'Point', 'coordinates': (-79.558162, 43.685288)}",20,Weekdays from 7 AM - 9 PM,83,The Westway EB ,30,2018-01-19T09:00:00,36,2.0
11516,209 Mill Road,NB,,31,"{'type': 'Point', 'coordinates': (-79.576125, 43.633365)}",20,Weekdays from 7 AM - 9 PM,106,Mill Rd NB ,30,2019-04-15T06:00:00,36,2.0
11517,308 The Westway,WB,2022-02-06T00:00:00,31,"{'type': 'Point', 'coordinates': (-79.555977, 43.685495)}",20,Weekdays from 7 AM - 9 PM,131,The Wesway WB ,30,2018-01-24T14:00:00,36,2.0
11518,55 Lafferty Street,SB,,31,"{'type': 'Point', 'coordinates': (-79.582609, 43.658028)}",20,Weekdays from 7 AM - 9 PM,156,Renforth Dr SB (3 of 3) ,30,2018-10-19T09:00:00,36,2.0
11519,420 Mill Road,SB,,51,"{'type': 'Point', 'coordinates': (-79.588101, 43.644406)}",30,Weekdays from 7 AM - 9 PM,192,Mill Rd SB ,50,2018-01-24T13:00:00,56,2.0
11520,3 Bowness Court,NB,,41,"{'type': 'Point', 'coordinates': (-79.552406235, 43.673818231)}",5,Weekdays from 7 AM - 9 PM,249,Strathburn Blvd NB ,40,2019-07-23T13:00:00,46,2.0
11521,111 Chapman Road,EB,,31,"{'type': 'Point', 'coordinates': (-79.521569, 43.689142)}",20,Weekdays from 7 AM - 9 PM,269,Chapman Rd EB ,30,2019-02-26T09:00:00,36,2.0
11522,4 Burkston Place,SB,,41,"{'type': 'Point', 'coordinates': (-79.552234574, 43.672235174)}",5,Weekdays from 7 AM - 9 PM,271,Strathburn Rd SB ,40,2019-07-23T14:00:00,46,2.0
11523,72 Rathburn Road,WB,2020-04-27T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.537381694, 43.661208901)}",30,Weekdays from 7 AM - 9 PM,284,Rathburn Rd WB ,40,2016-11-30T11:00:00,46,2.0
11524,Burnhamthorpe Road,WB,2021-06-26T02:00:00,51,"{'type': 'Point', 'coordinates': (-79.564903039, 43.64498444)}",30,Weekdays from 7 AM - 9 PM,297,Armour Blvd WB ,50,2019-07-23T14:00:00,56,2.0
11525,95 Richland Crescent,NB,,31,"{'type': 'Point', 'coordinates': (-79.581933, 43.657153)}",20,Weekdays from 7 AM - 9 PM,347,Renforth Dr NB (2 of 3) ,30,2018-10-19T09:00:00,36,2.0
11526,735 Renforth Drive,SB,,31,"{'type': 'Point', 'coordinates': (-79.583792, 43.660588)}",20,Weekdays from 7 AM - 9 PM,378,Renforth Dr SB (1 of 3) ,30,2019-04-12T13:00:00,36,2.0
11527,489 Rathburn Road,EB,,31,"{'type': 'Point', 'coordinates': (-79.576622, 43.652036)}",20,Weekdays from 7 AM - 9 PM,390,Rathburn Rd EB ,30,2019-05-24T12:00:00,36,2.0
11528,127 Sun Row Drive,NB,,31,"{'type': 'Point', 'coordinates': (-79.536916, 43.684964)}",20,Weekdays from 7 AM - 9 PM,443,Sunrow Dr NB ,30,2017-06-16T14:00:00,36,2.0
11529,730 Renforth Drive,NB,2022-11-08T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.584478, 43.662695)}",20,Weekdays from 7 AM - 9 PM,472,Renforth Dr NB (3 of 3) ,30,2018-10-19T08:00:00,36,2.0
11530, Renforth Drive,SB,,31,"{'type': 'Point', 'coordinates': (-79.585958, 43.665158)}",20,Weekdays from 7 AM - 9 PM,475,Renforth Dr SB (1 of 3) ,30,2018-10-18T08:00:00,36,2.0
11531,466 Rathburn Road,WB,,31,"{'type': 'Point', 'coordinates': (-79.574351, 43.652737)}",20,Weekdays from 7 AM - 9 PM,543,Rathburn Rd WB ,30,2019-05-24T11:00:00,36,2.0
11532,334 The East Mall,SB,,31,"{'type': 'Point', 'coordinates': (-79.557186, 43.638992)}",20,Weekdays from 7 AM - 9 PM,576,The East Mall SB (1&amp;#x2F;2) ,30,2018-11-02T12:00:00,36,2.0
11533,20 Saskatoon Drive,EB,,31,"{'type': 'Point', 'coordinates': (-79.53657, 43.695111)}",20,Weekdays from 7 AM - 9 PM,582,Saskatoon Dr EB ,30,2019-03-06T13:00:00,36,2.0
11534,60 Fenley Drive,WB,2022-08-16T05:00:00,31,"{'type': 'Point', 'coordinates': (-79.55023, 43.690895)}",20,Weekdays from 7 AM - 9 PM,610,Poynter Dr WB ,30,2019-03-11T07:00:00,36,2.0
11535,227 Mill Road,SB,2020-02-20T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.577376, 43.63430600000001)}",30,Weekdays from 7 AM - 9 PM,627,Mill Rd SB ,40,2019-01-01T00:00:00,46,2.0
11536,99 Stapleton Drive,EB,2022-09-26T01:00:00,31,"{'type': 'Point', 'coordinates': (-79.547692, 43.690013)}",20,Weekdays from 7 AM - 9 PM,657,Poynter Dr EB ,30,2019-03-11T07:00:00,36,2.0
11537,21 Arcade Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.517555, 43.687513)}",30,Weekdays from 7 AM - 9 PM,658,Arcade Dr NB ,40,2019-02-26T09:00:00,46,2.0
11538,89 Sun Row Drive,SB,,31,"{'type': 'Point', 'coordinates': (-79.538962, 43.687118)}",20,Weekdays from 7 AM - 9 PM,668,Sunrow Dr SB ,30,2017-05-26T12:00:00,36,2.0
